,mle,stderr,mean,low,high,FF,dataset,n
0,0.8350328696126583,0.1051025757639588,0.8839337376992898,0.6824535008153602,1.0946471827074604,Sage 2.2.1 + AM1-BCC (AmberTools),bace,36
1,0.7099652924589995,0.15032557331446966,0.7311771808438909,0.4592448710112509,1.0330465491853154,Sage 2.2.1 + AM1-BCC (AmberTools),cdk2,16
2,0.9909308682249683,0.12543040820498758,0.9987475475667469,0.7563655935505188,1.248237049456817,Sage 2.2.1 + AM1-BCC (AmberTools),jnk1,21
3,1.0289414543063342,0.14638945607417744,1.0574191788789764,0.7920221487573006,1.358386379129838,Sage 2.2.1 + AM1-BCC (AmberTools),mcl1,42
4,1.2748716267657796,0.20398993335067786,1.310183558437853,0.9478463106215783,1.7366095253586276,Sage 2.2.1 + AM1-BCC (AmberTools),p38,34
5,1.1668822012733118,0.36907710783284453,1.1149566779997109,0.5341157106682445,1.8421062720499073,Sage 2.2.1 + AM1-BCC (AmberTools),ptp1b,23
6,0.5906203816549793,0.08174978824284333,0.5921501513803497,0.42344292437560455,0.7454801980602633,Sage 2.2.1 + AM1-BCC (AmberTools),thrombin,11
7,0.5298385158992405,0.08238167977867794,0.5347448737273093,0.37665388655536347,0.696821516099636,Sage 2.2.1 + AM1-BCC (AmberTools),tyk2,16
8,1.0514241888906404,0.17875284929521387,1.1017228329830173,0.7646775379426545,1.460246446541705,Sage 2.2.1 + AM1-BCC ELF10 (OpenEye),bace,36
9,0.8310012768225039,0.1514174606911869,0.8566675394355743,0.568305653425709,1.1571812602800224,Sage 2.2.1 + AM1-BCC ELF10 (OpenEye),cdk2,16
10,0.7850034396641244,0.0845197946155861,0.8009127919198598,0.6319097634246268,0.9619802362359007,Sage 2.2.1 + AM1-BCC ELF10 (OpenEye),jnk1,21
11,1.2572810682340005,0.18959284906420498,1.2831237707497538,0.9248963856217884,1.662289869911424,Sage 2.2.1 + AM1-BCC ELF10 (OpenEye),mcl1,42
12,1.0958393252615413,0.16255023381709385,1.1393677095489299,0.8524132309001763,1.4804134503770328,Sage 2.2.1 + AM1-BCC ELF10 (OpenEye),p38,34
13,1.0315915849147737,0.2903592537019099,1.0174875562727432,0.540899317145379,1.5950870961093961,Sage 2.2.1 + AM1-BCC ELF10 (OpenEye),ptp1b,23
14,0.5041953403839832,0.11450964025855646,0.4994162049656297,0.2673139550175741,0.7161567115114743,Sage 2.2.1 + AM1-BCC ELF10 (OpenEye),thrombin,11
15,0.5426849819869382,0.08312112879021591,0.5472334605450998,0.38558561170256506,0.7083509233144671,Sage 2.2.1 + AM1-BCC ELF10 (OpenEye),tyk2,16
16,0.8332843682430736,0.10128238656337119,0.86851711135804,0.6707010123316005,1.0669598071891961,Sage 2.3.0 + AshGC,bace,36
17,0.7800066788362043,0.12345463685834843,0.8469248801969151,0.6027480404678013,1.0941222872797138,Sage 2.3.0 + AshGC,cdk2,16
18,0.7981389781988285,0.09244644458887688,0.8081240387486534,0.6240138920404662,0.9865735611504891,Sage 2.3.0 + AshGC,jnk1,21
19,1.3053001379256917,0.20696274212877094,1.3138643919377089,0.9391926838004676,1.7397342760465278,Sage 2.3.0 + AshGC,mcl1,42
20,1.000255050570431,0.14420037636987298,1.0580801163904314,0.8023024459509771,1.3650486622292917,Sage 2.3.0 + AshGC,p38,34
21,1.1729956808112183,0.29994631132920985,1.1508517551166895,0.6185582643932014,1.7514435423070571,Sage 2.3.0 + AshGC,ptp1b,23
22,0.5509858745028579,0.10598851592150103,0.5486674910382332,0.3399518430107172,0.7520762378662845,Sage 2.3.0 + AshGC,thrombin,11
23,0.5684837377521302,0.0894248675953553,0.57799729082364,0.40051504050809855,0.7496542423514923,Sage 2.3.0 + AshGC,tyk2,16
